n,q,Delta,risk,B,power,mc_lo,mc_hi,unresolved_frac,mean_n_k,p5_n_k,p95_n_k,theorem_sufficient_nq,nq,above_sufficient
10000,0.4,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,3999.6264,3918.0,4080.0,234.04158387140552,4000.0,True
10000,0.4,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,3999.8898,3918.0,4079.0,149.7866136776995,4000.0,True
10000,0.4,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,4000.617,3919.0,4080.0,66.5718283011998,4000.0,True
10000,0.4,0.0,0.15,5000,0.0474,0.04184948841096807,0.05364546090956998,0.0,4000.9834,3919.0,4082.0,,4000.0,
10000,0.4,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,3999.6172,3920.0,4081.0,,4000.0,
25000,0.02,0.01,0.16,5000,0.1438,0.13434726809041808,0.15379966285959445,0.0,499.9098,465.0,536.0,14978.661367769953,500.0,False
25000,0.02,0.02,0.16999999999999998,5000,0.3254,0.31255151408918225,0.33851657727486106,0.0,499.8992,463.0,536.0,3744.6653419424883,500.0,False
25000,0.02,0.05,0.2,5000,0.896,0.8872323747874358,0.9041595829436004,0.0,499.7304,464.0,537.0,599.146454710798,500.0,False
25000,0.02,0.08,0.22999999999999998,5000,0.9978,0.9960645504871152,0.9987710973879097,0.0,499.93,465.0,537.0,234.04158387140552,500.0,True
25000,0.02,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,499.4668,462.95000000000005,536.0,149.7866136776995,500.0,True
25000,0.02,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,500.0726,464.0,536.0,66.5718283011998,500.0,True
25000,0.02,0.0,0.15,5000,0.0442,0.03884412244814762,0.050255740345270965,0.0,499.71,464.0,535.0,,500.0,
25000,0.02,-0.02,0.13,5000,0.0016,0.0008109653833484613,0.0031543080177919747,0.0,499.6748,463.0,537.0,,500.0,
25000,0.05,0.01,0.16,5000,0.2406,0.22895377487191323,0.2526445235234636,0.0,1249.647,1195.0,1306.0500000000002,14978.661367769953,1250.0,False
25000,0.05,0.02,0.16999999999999998,5000,0.5922,0.5785126373775676,0.6057457931850624,0.0,1249.8884,1194.95,1306.0,3744.6653419424883,1250.0,False
25000,0.05,0.05,0.2,5000,0.9982,0.9965823163898597,0.9990527173010548,0.0,1250.2674,1196.0,1307.0,599.146454710798,1250.0,True
25000,0.05,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,1250.2114,1194.0,1307.0,234.04158387140552,1250.0,True
25000,0.05,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,1250.2774,1192.95,1308.0,149.7866136776995,1250.0,True
25000,0.05,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,1249.0946,1192.0,1307.0,66.5718283011998,1250.0,True
25000,0.05,0.0,0.15,5000,0.0494,0.043731622546538354,0.055760255853449375,0.0,1249.6824,1193.0,1308.0,,1250.0,
25000,0.05,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,1249.5976,1194.0,1307.0,,1250.0,
25000,0.1,0.01,0.16,5000,0.3898,0.3763710422762752,0.4033981654460476,0.0,2499.0232,2423.0,2575.0,14978.661367769953,2500.0,False
25000,0.1,0.02,0.16999999999999998,5000,0.8594,0.8494886107698736,0.8687595448072336,0.0,2500.0024,2424.0,2576.0,3744.6653419424883,2500.0,False
25000,0.1,0.05,0.2,5000,1.0,0.9992322698624194,1.0,0.0,2499.7876,2420.0,2577.0,599.146454710798,2500.0,True
25000,0.1,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,2499.4736,2421.0,2578.0,234.04158387140552,2500.0,True
25000,0.1,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,2500.0034,2423.0,2576.0,149.7866136776995,2500.0,True
25000,0.1,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,2501.7098,2424.0,2581.0,66.5718283011998,2500.0,True
25000,0.1,0.0,0.15,5000,0.0492,0.04354328467999217,0.0555489008120506,0.0,2499.6988,2421.95,2578.0,,2500.0,
25000,0.1,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,2500.1306,2421.0,2578.0,,2500.0,
25000,0.2,0.01,0.16,5000,0.6142,0.6006242652691687,0.6276003851674079,0.0,5001.2044,4897.0,5107.0,14978.661367769953,5000.0,False
25000,0.2,0.02,0.16999999999999998,5000,0.9862,0.9825728396032172,0.9890806196109994,0.0,5001.1164,4898.0,5104.0,3744.6653419424883,5000.0,True
25000,0.2,0.05,0.2,5000,1.0,0.9992322698624194,1.0,0.0,5000.011,4894.95,5108.0,599.146454710798,5000.0,True
25000,0.2,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,4999.9328,4896.0,5104.0,234.04158387140552,5000.0,True
25000,0.2,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,4999.1822,4897.0,5101.05,149.7866136776995,5000.0,True
25000,0.2,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,4999.3814,4896.95,5102.0,66.5718283011998,5000.0,True
25000,0.2,0.0,0.15,5000,0.0452,0.03978246494855129,0.05131586238459212,0.0,4999.2824,4895.0,5101.0,,5000.0,
25000,0.2,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,5000.1138,4894.0,5105.0,,5000.0,
25000,0.4,0.01,0.16,5000,0.8652,0.8554529371658727,0.8743863127416384,0.0,9999.741,9873.0,10129.0,14978.661367769953,10000.0,False
25000,0.4,0.02,0.16999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,10000.1996,9870.0,10129.0,3744.6653419424883,10000.0,True
25000,0.4,0.05,0.2,5000,1.0,0.9992322698624194,1.0,0.0,9997.5924,9874.0,10126.0,599.146454710798,10000.0,True
25000,0.4,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,9999.4192,9871.0,10127.0,234.04158387140552,10000.0,True
25000,0.4,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,10000.0312,9866.0,10128.0,149.7866136776995,10000.0,True
25000,0.4,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,10001.0144,9873.0,10128.0,66.5718283011998,10000.0,True
25000,0.4,0.0,0.15,5000,0.0482,0.042602006949243626,0.0544917140030743,0.0,10001.0556,9876.0,10133.0,,10000.0,
25000,0.4,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,9999.5268,9874.0,10123.0,,10000.0,
50000,0.02,0.01,0.16,5000,0.2076,0.19658421202928988,0.21906475655516733,0.0,1000.0598,950.0,1051.0,14978.661367769953,1000.0,False
50000,0.02,0.02,0.16999999999999998,5000,0.5272,0.5133456448213211,0.5410125906591946,0.0,1000.4572,949.0,1053.0,3744.6653419424883,1000.0,False
50000,0.02,0.05,0.2,5000,0.9946,0.9921544775616745,0.9962860837862307,0.0,998.9066,948.0,1052.0,599.146454710798,1000.0,True
50000,0.02,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,999.8156,949.0,1052.0,234.04158387140552,1000.0,True
50000,0.02,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,1000.7002,951.0,1051.0,149.7866136776995,1000.0,True
50000,0.02,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,1000.0928,948.0,1053.0,66.5718283011998,1000.0,True
50000,0.02,0.0,0.15,5000,0.0442,0.03884412244814762,0.050255740345270965,0.0,1000.4232,950.0,1052.0,,1000.0,
50000,0.02,-0.02,0.13,5000,0.0002,3.5304875272480036e-05,0.0011321181702531819,0.0,1000.8122,949.0,1053.0,,1000.0,
50000,0.05,0.01,0.16,5000,0.3856,0.37220106861619406,0.3991745880392845,0.0,2500.387,2422.0,2582.0,14978.661367769953,2500.0,False
50000,0.05,0.02,0.16999999999999998,5000,0.8516,0.841476303669325,0.8611838284979284,0.0,2500.1806,2422.0,2579.0,3744.6653419424883,2500.0,False
50000,0.05,0.05,0.2,5000,1.0,0.9992322698624194,1.0,0.0,2499.8268,2422.0,2581.0,599.146454710798,2500.0,True
50000,0.05,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,2500.0874,2422.0,2580.0,234.04158387140552,2500.0,True
50000,0.05,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,2499.6574,2422.0,2580.0,149.7866136776995,2500.0,True
50000,0.05,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,2500.251,2421.0,2581.0,66.5718283011998,2500.0,True
50000,0.05,0.0,0.15,5000,0.0458,0.040345840574710114,0.051951565482268196,0.0,2500.5534,2420.0,2581.05,,2500.0,
50000,0.05,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,2499.9514,2419.0,2581.0,,2500.0,
50000,0.1,0.01,0.16,5000,0.596,0.5823298805314034,0.6095227152821809,0.0,4999.0222,4889.0,5109.0,14978.661367769953,5000.0,False
50000,0.1,0.02,0.16999999999999998,5000,0.9866,0.9830187301424377,0.989434114887669,0.0,4999.0694,4891.0,5112.0,3744.6653419424883,5000.0,True
50000,0.1,0.05,0.2,5000,1.0,0.9992322698624194,1.0,0.0,4999.2552,4888.0,5112.0,599.146454710798,5000.0,True
50000,0.1,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,5000.6178,4894.0,5110.0,234.04158387140552,5000.0,True
50000,0.1,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,4999.771,4888.0,5111.0,149.7866136776995,5000.0,True
50000,0.1,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,5000.575,4891.0,5114.0,66.5718283011998,5000.0,True
50000,0.1,0.0,0.15,5000,0.05,0.044296797964307966,0.05639415915951468,0.0,5001.0548,4894.0,5111.0,,5000.0,
50000,0.1,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,5000.7222,4891.0,5111.0,,5000.0,
50000,0.2,0.01,0.16,5000,0.8646,0.8548356724178334,0.8738044987658429,0.0,10000.5578,9852.0,10146.05,14978.661367769953,10000.0,False
50000,0.2,0.02,0.16999999999999998,5000,0.9996,0.9985425830322826,0.9998903010142469,0.0,10001.5016,9857.0,10148.0,3744.6653419424883,10000.0,True
50000,0.2,0.05,0.2,5000,1.0,0.9992322698624194,1.0,0.0,9998.2616,9853.0,10148.0,599.146454710798,10000.0,True
50000,0.2,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,10001.0234,9852.0,10146.0,234.04158387140552,10000.0,True
50000,0.2,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,10000.9748,9853.0,10149.05,149.7866136776995,10000.0,True
50000,0.2,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,10001.3076,9856.95,10148.0,66.5718283011998,10000.0,True
50000,0.2,0.0,0.15,5000,0.0464,0.04090948748296148,0.05258699729785173,0.0,10000.5442,9856.0,10148.0,,10000.0,
50000,0.2,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,10000.2124,9853.0,10144.0,,10000.0,
50000,0.4,0.01,0.16,5000,0.987,0.9834653346535969,0.9897868961923997,0.0,19997.2946,19817.0,20178.05,14978.661367769953,20000.0,True
50000,0.4,0.02,0.16999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,19999.4616,19816.0,20184.0,3744.6653419424883,20000.0,True
50000,0.4,0.05,0.2,5000,1.0,0.9992322698624194,1.0,0.0,20001.2962,19822.0,20173.0,599.146454710798,20000.0,True
50000,0.4,0.08,0.22999999999999998,5000,1.0,0.9992322698624194,1.0,0.0,19998.7476,19819.0,20176.05,234.04158387140552,20000.0,True
50000,0.4,0.1,0.25,5000,1.0,0.9992322698624194,1.0,0.0,19999.0188,19825.0,20178.0,149.7866136776995,20000.0,True
50000,0.4,0.15,0.3,5000,1.0,0.9992322698624194,1.0,0.0,20001.2556,19821.0,20182.0,66.5718283011998,20000.0,True
50000,0.4,0.0,0.15,5000,0.0446,0.03921936574067707,0.05067988286863144,0.0,19998.0412,19821.95,20177.0,,20000.0,
50000,0.4,-0.02,0.13,5000,0.0,0.0,0.000767730137580694,0.0,19998.8652,19822.95,20177.0,,20000.0,
